Date,BA,F,FB,GE,GPM,IGM,KO,MSFT,NKE,WMT
2013-01-02,77.06999969482422,13.199999809265137,28.0,20.519229888916016,8.479999542236328,69.44999694824219,37.599998474121094,27.6200008392334,25.920000076293945,69.23999786376953
2013-01-03,77.47000122070312,13.460000038146973,27.770000457763672,20.288461685180664,8.460000038146973,69.06999969482422,37.599998474121094,27.25,26.184999465942383,68.80000305175781
2013-01-04,77.69000244140625,13.569999694824219,28.760000228881836,20.384614944458008,8.619999885559082,69.16999816894531,37.65999984741211,26.739999771118164,26.440000534057617,69.05999755859375
2013-01-07,76.12999725341797,13.430000305175781,29.420000076293945,20.31730842590332,8.6899995803833,69.06999969482422,37.29999923706055,26.690000534057617,26.479999542236328,68.4000015258789
2013-01-08,74.12999725341797,13.350000381469727,29.059999465942383,20.096153259277344,8.680000305175781,68.77999877929688,37.040000915527344,26.549999237060547,26.200000762939453,68.58999633789062
2013-01-09,76.76000213623047,13.470000267028809,30.59000015258789,20.144229888916016,8.770000457763672,69.12000274658203,37.029998779296875,26.700000762939453,26.225000381469727,68.56999969482422
2013-01-10,77.08999633789062,13.829999923706055,31.299999237060547,20.355770111083984,8.779999732971191,69.41999816894531,36.959999084472656,26.459999084472656,26.274999618530273,68.36000061035156
2013-01-11,75.16000366210938,14.0,31.719999313354492,20.31730842590332,8.75,69.7699966430664,36.90999984741211,26.829999923706055,26.549999237060547,68.62999725341797
2013-01-14,76.55000305175781,13.989999771118164,30.950000762939453,20.30769157409668,8.739999771118164,69.5999984741211,36.9900016784668,26.889999389648438,26.594999313354492,68.30000305175781
2013-01-15,76.94000244140625,14.300000190734863,30.100000381469727,20.384614944458008,8.789999961853027,69.51000213623047,37.31999969482422,27.209999084472656,26.81999969482422,68.9800033569336
2013-01-16,74.33999633789062,14.220000267028809,29.850000381469727,20.30769157409668,8.739999771118164,69.62000274658203,37.31999969482422,27.040000915527344,26.864999771118164,69.20999908447266
2013-01-17,75.26000213623047,14.220000267028809,30.139999389648438,20.480770111083984,8.819999694824219,69.94999694824219,37.5099983215332,27.25,26.739999771118164,68.8499984741211
2013-01-18,75.04000091552734,14.109999656677246,29.65999984741211,21.19230842590332,8.859999656677246,69.7699966430664,37.70000076293945,27.25,26.645000457763672,69.19999694824219
2013-01-22,74.16000366210938,14.170000076293945,30.729999542236328,21.163461685180664,8.949999809265137,69.81999969482422,37.130001068115234,27.149999618530273,26.739999771118164,69.58000183105469
2013-01-23,74.29000091552734,13.880000114440918,30.81999969482422,21.096153259277344,9.0,70.55000305175781,37.130001068115234,27.610000610351562,26.545000076293945,69.48999786376953
2013-01-24,75.31999969482422,13.869999885559082,31.079999923706055,21.201923370361328,9.0600004196167,70.31999969482422,37.11000061035156,27.6299991607666,26.93000030517578,69.79000091552734
2013-01-25,75.02999877929688,13.680000305175781,31.540000915527344,21.43269157409668,9.079999923706055,70.83000183105469,37.04999923706055,27.8799991607666,27.774999618530273,69.0
2013-01-28,74.0,13.779999732971191,32.470001220703125,21.634614944458008,9.069999694824219,70.77999877929688,37.0099983215332,27.90999984741211,27.25,69.3499984741211
2013-01-29,73.6500015258789,13.140000343322754,30.790000915527344,21.634614944458008,9.0600004196167,70.44999694824219,37.41999816894531,28.010000228881836,26.959999084472656,69.88999938964844
2013-01-30,74.58999633789062,12.930000305175781,31.239999771118164,21.375,8.880000114440918,70.26000213623047,37.5,27.850000381469727,26.80500030517578,69.75
2013-01-31,73.87000274658203,12.949999809265137,30.979999542236328,21.423076629638672,8.890000343322754,70.30000305175781,37.2400016784668,27.450000762939453,27.024999618530273,69.94999694824219
2013-02-01,74.87000274658203,13.020000457763672,29.729999542236328,21.75,8.880000114440918,71.08999633789062,37.540000915527344,27.93000030517578,26.850000381469727,70.48999786376953
2013-02-04,75.20999908447266,12.880000114440918,28.110000610351562,21.451923370361328,8.779999732971191,70.11000061035156,37.349998474121094,27.440000534057617,26.829999923706055,69.62999725341797
2013-02-05,75.88999938964844,13.180000305175781,28.639999389648438,21.673076629638672,9.029999732971191,71.0,38.13999938964844,27.5,26.94499969482422,70.7699966430664
2013-02-06,76.29000091552734,13.199999809265137,29.049999237060547,21.576923370361328,9.020000457763672,70.91000366210938,38.310001373291016,27.34000015258789,27.079999923706055,71.30999755859375
2013-02-07,77.43000030517578,13.069999694824219,28.649999618530273,21.615385055541992,9.010000228881836,70.72000122070312,38.90999984741211,27.280000686645508,27.34000015258789,71.2300033569336
2013-02-08,76.55999755859375,13.100000381469727,28.549999237060547,21.634614944458008,9.039999961853027,71.38999938964844,38.77000045776367,27.549999237060547,27.295000076293945,71.4800033569336
2013-02-11,75.87000274658203,13.109999656677246,28.260000228881836,21.586538314819336,9.0,71.4000015258789,38.61000061035156,27.860000610351562,27.610000610351562,71.4000015258789
2013-02-12,75.98999786376953,13.079999923706055,27.3700008392334,21.711538314819336,9.0600004196167,71.19999694824219,37.560001373291016,27.8799991607666,27.545000076293945,71.4000015258789
2013-02-13,74.77999877929688,13.039999961853027,27.90999984741211,22.490385055541992,9.069999694824219,71.27999877929688,37.209999084472656,28.030000686645508,27.280000686645508,71.38999938964844
2013-02-14,74.93000030517578,13.109999656677246,28.5,22.509614944458008,8.989999771118164,71.45999908447266,36.84000015258789,28.040000915527344,27.309999465942383,70.81999969482422
2013-02-15,75.02999877929688,13.020000457763672,28.31999969482422,22.394229888916016,9.079999923706055,71.37999725341797,37.41999816894531,28.010000228881836,27.475000381469727,69.30000305175781
2013-02-19,74.6500015258789,12.989999771118164,28.93000030517578,22.836538314819336,9.130000114440918,71.93000030517578,37.66999816894531,28.049999237060547,27.235000610351562,68.76000213623047
2013-02-20,74.77999877929688,12.600000381469727,28.459999084472656,22.509614944458008,9.069999694824219,70.87000274658203,37.72999954223633,27.8700008392334,27.010000228881836,69.20999908447266
2013-02-21,76.01000213623047,12.390000343322754,27.280000686645508,22.365385055541992,9.069999694824219,70.12000274658203,37.709999084472656,27.489999771118164,27.270000457763672,70.26000213623047
2013-02-22,76.66000366210938,12.479999542236328,27.1299991607666,22.490385055541992,9.170000076293945,70.94000244140625,38.52000045776367,27.760000228881836,27.235000610351562,70.4000015258789
2013-02-25,75.02999877929688,12.130000114440918,27.270000457763672,21.93269157409668,9.199999809265137,69.91999816894531,37.720001220703125,27.3700008392334,27.020000457763672,70.44000244140625
2013-02-26,75.6500015258789,12.34000015258789,27.389999389648438,22.163461685180664,9.260000228881836,70.19000244140625,38.11000061035156,27.3700008392334,27.135000228881836,71.11000061035156
2013-02-27,77.36000061035156,12.760000228881836,26.8700008392334,22.471153259277344,9.229999542236328,70.95999908447266,38.45000076293945,27.809999465942383,27.170000076293945,71.66000366210938
2013-02-28,76.9000015258789,12.609999656677246,27.25,22.326923370361328,9.170000076293945,70.83000183105469,38.720001220703125,27.799999237060547,27.229999542236328,70.77999877929688
2013-03-01,77.27999877929688,12.609999656677246,27.780000686645508,22.298076629638672,9.1899995803833,71.04000091552734,38.70000076293945,27.950000762939453,27.40999984741211,71.73999786376953
2013-03-04,77.08999633789062,12.75,27.719999313354492,22.375,9.270000457763672,71.41000366210938,38.81999969482422,28.149999618530273,27.364999771118164,73.26000213623047
2013-03-05,78.66000366210938,12.869999885559082,27.520000457763672,22.68269157409668,9.270000457763672,72.33999633789062,38.68000030517578,28.350000381469727,27.450000762939453,73.72000122070312
2013-03-06,79.08000183105469,12.890000343322754,27.450000762939453,22.759614944458008,9.380000114440918,72.48999786376953,39.02000045776367,28.09000015258789,27.649999618530273,73.37999725341797
2013-03-07,81.05000305175781,12.829999923706055,28.579999923706055,22.769229888916016,9.420000076293945,72.66000366210938,39.119998931884766,28.139999389648438,27.610000610351562,73.31999969482422
2013-03-08,81.2300033569336,12.979999542236328,27.959999084472656,22.855770111083984,9.529999732971191,72.79000091552734,39.220001220703125,28.0,27.344999313354492,73.02999877929688
2013-03-11,82.94000244140625,13.34000015258789,28.139999389648438,22.711538314819336,9.470000267028809,72.83999633789062,39.310001373291016,27.8700008392334,27.264999389648438,72.9800033569336
2013-03-12,84.16000366210938,13.390000343322754,27.829999923706055,22.509614944458008,9.3100004196167,72.69999694824219,38.959999084472656,27.90999984741211,26.7450008392334,73.5999984741211
2013-03-13,84.75,13.399999618530273,27.079999923706055,22.586538314819336,9.289999961853027,72.73999786376953,38.59000015258789,27.920000076293945,27.424999237060547,73.6500015258789
2013-03-14,84.62000274658203,13.430000305175781,27.040000915527344,22.778846740722656,9.380000114440918,73.12999725341797,39.02000045776367,28.139999389648438,27.344999313354492,73.22000122070312
2013-03-15,86.43000030517578,13.449999809265137,26.649999618530273,22.538461685180664,9.359999656677246,72.7300033569336,38.83000183105469,28.040000915527344,27.389999389648438,72.5
2013-03-18,85.18000030517578,13.260000228881836,26.489999771118164,22.355770111083984,9.319999694824219,72.43000030517578,38.7599983215332,28.100000381469727,27.079999923706055,72.25
2013-03-19,85.51000213623047,13.15999984741211,26.549999237060547,22.423076629638672,9.050000190734863,72.2300033569336,39.33000183105469,28.18000030517578,26.915000915527344,72.44999694824219
2013-03-20,85.37000274658203,13.359999656677246,25.860000610351562,22.55769157409668,9.029999732971191,72.7699966430664,39.869998931884766,28.31999969482422,27.415000915527344,72.98999786376953
2013-03-21,84.33000183105469,13.260000228881836,25.739999771118164,22.394229888916016,9.109999656677246,71.80999755859375,40.06999969482422,28.110000610351562,26.799999237060547,73.12999725341797
2013-03-22,84.81999969482422,13.260000228881836,25.729999542236328,22.471153259277344,9.180000305175781,72.18000030517578,40.040000915527344,28.25,29.764999389648438,74.27999877929688
2013-03-25,84.8499984741211,13.289999961853027,25.1299991607666,22.346153259277344,9.149999618530273,71.83000183105469,40.119998931884766,28.15999984741211,29.780000686645508,74.8499984741211
2013-03-26,86.62000274658203,13.3100004196167,25.209999084472656,22.230770111083984,9.149999618530273,72.30000305175781,40.689998626708984,28.15999984741211,29.735000610351562,74.7699966430664
2013-03-27,86.19999694824219,13.220000267028809,26.09000015258789,22.211538314819336,9.079999923706055,72.30999755859375,40.220001220703125,28.3700008392334,29.225000381469727,74.77999877929688
2013-03-28,85.8499984741211,13.149999618530273,25.579999923706055,22.230770111083984,8.949999809265137,72.62000274658203,40.439998626708984,28.610000610351562,29.5049991607666,74.83000183105469
2013-04-01,85.25,12.899999618530273,25.530000686645508,22.19230842590332,9.050000190734863,71.97000122070312,40.45000076293945,28.610000610351562,29.1299991607666,75.43000030517578
2013-04-02,84.08999633789062,13.010000228881836,25.420000076293945,22.44230842590332,9.029999732971191,72.11000061035156,40.720001220703125,28.799999237060547,29.450000762939453,76.0199966430664
2013-04-03,84.36000061035156,12.680000305175781,26.25,22.115385055541992,8.960000038146973,71.44999694824219,40.16999816894531,28.559999465942383,29.454999923706055,76.0
2013-04-04,84.94999694824219,12.649999618530273,27.06999969482422,22.19230842590332,8.989999771118164,71.44999694824219,40.540000915527344,28.600000381469727,29.670000076293945,76.19999694824219
2013-04-05,86.16999816894531,12.4399995803833,27.389999389648438,22.048076629638672,8.949999809265137,70.75,40.08000183105469,28.700000762939453,29.485000610351562,76.38999938964844
2013-04-08,86.75,12.779999732971191,26.850000381469727,22.230770111083984,8.9399995803833,70.93000030517578,40.86000061035156,28.59000015258789,29.975000381469727,77.29000091552734
2013-04-09,87.20999908447266,12.800000190734863,26.59000015258789,22.173076629638672,9.020000457763672,71.56999969482422,40.709999084472656,29.610000610351562,29.94499969482422,78.12000274658203
2013-04-10,87.81999969482422,13.119999885559082,27.56999969482422,22.673076629638672,9.0600004196167,72.9000015258789,41.06999969482422,30.280000686645508,30.145000457763672,77.37000274658203
2013-04-11,88.52999877929688,13.550000190734863,28.020000457763672,22.68269157409668,9.0600004196167,72.63999938964844,41.18000030517578,28.940000534057617,30.600000381469727,77.79000091552734
2013-04-12,88.88999938964844,13.529999732971191,27.399999618530273,22.55769157409668,9.039999961853027,72.2699966430664,41.08000183105469,28.790000915527344,30.290000915527344,78.55999755859375
2013-04-15,86.7699966430664,12.949999809265137,26.520000457763672,21.93269157409668,8.970000267028809,70.88999938964844,40.09000015258789,28.690000534057617,29.834999084472656,78.47000122070312
2013-04-16,86.88999938964844,13.119999885559082,26.920000076293945,22.211538314819336,9.0,71.94999694824219,42.369998931884766,28.969999313354492,30.25,78.68000030517578
2013-04-17,86.69000244140625,12.930000305175781,26.6299991607666,21.884614944458008,8.890000343322754,70.48999786376953,42.54999923706055,28.829999923706055,30.450000762939453,78.51000213623047
2013-04-18,86.12000274658203,12.75,25.690000534057617,21.798076629638672,8.829999923706055,69.51000213623047,42.099998474121094,28.790000915527344,30.09000015258789,77.16000366210938
2013-04-19,87.95999908447266,12.930000305175781,25.729999542236328,20.913461685180664,8.829999923706055,69.4000015258789,42.65999984741211,29.770000457763672,30.459999084472656,78.29000091552734
2013-04-22,86.94000244140625,13.0600004196167,25.969999313354492,20.528846740722656,8.930000305175781,69.94999694824219,42.720001220703125,30.829999923706055,30.68000030517578,77.97000122070312
2013-04-23,88.18000030517578,13.359999656677246,25.979999542236328,20.673076629638672,8.960000038146973,71.01000213623047,42.70000076293945,30.600000381469727,30.84000015258789,79.08999633789062
2013-04-24,90.83000183105469,13.329999923706055,26.110000610351562,21.115385055541992,8.930000305175781,71.4800033569336,42.150001525878906,31.760000228881836,30.764999389648438,78.02999877929688
2013-04-25,91.66999816894531,13.470000267028809,26.139999389648438,21.105770111083984,8.9399995803833,71.63999938964844,42.349998474121094,31.940000534057617,31.03499984741211,78.6500015258789
2013-04-26,92.8499984741211,13.670000076293945,26.850000381469727,21.355770111083984,8.90999984741211,71.36000061035156,42.099998474121094,31.790000915527344,30.94499969482422,79.04000091552734
2013-04-29,91.9000015258789,13.65999984741211,26.979999542236328,21.413461685180664,8.9399995803833,72.20999908447266,42.2400016784668,32.61000061035156,31.315000534057617,78.38999938964844
2013-04-30,91.41000366210938,13.710000038146973,27.770000457763672,21.43269157409668,8.9399995803833,72.97000122070312,42.33000183105469,33.099998474121094,31.799999237060547,77.72000122070312
2013-05-01,91.18000030517578,13.380000114440918,27.43000030517578,21.298076629638672,8.930000305175781,72.2699966430664,42.209999084472656,32.720001220703125,31.68000030517578,78.05999755859375
2013-05-02,92.20999908447266,13.40999984741211,28.969999313354492,21.461538314819336,9.010000228881836,73.30000305175781,41.959999084472656,33.15999984741211,31.65999984741211,78.45999908447266
2013-05-03,93.73999786376953,13.829999923706055,28.309999465942383,21.701923370361328,9.029999732971191,74.2300033569336,42.2400016784668,33.4900016784668,32.275001525878906,79.25
2013-05-06,94.19000244140625,14.09000015258789,27.56999969482422,21.711538314819336,9.010000228881836,74.5,42.08000183105469,33.75,31.979999542236328,78.83000183105469
2013-05-07,94.79000091552734,14.1899995803833,26.889999389648438,21.80769157409668,9.050000190734863,74.37000274658203,42.70000076293945,33.310001373291016,31.954999923706055,78.83000183105469
2013-05-08,94.04000091552734,14.210000038146973,27.1200008392334,22.125,9.109999656677246,74.95999908447266,42.459999084472656,32.9900016784668,31.950000762939453,78.25
2013-05-09,94.61000061035156,14.199999809265137,27.040000915527344,21.903846740722656,8.979999542236328,74.7699966430664,42.119998931884766,32.65999984741211,31.8700008392334,78.4000015258789
2013-05-10,94.23999786376953,14.109999656677246,26.68000030517578,22.019229888916016,9.109999656677246,75.22000122070312,42.150001525878906,32.689998626708984,32.380001068115234,78.88999938964844
2013-05-13,94.76000213623047,14.010000228881836,26.81999969482422,21.971153259277344,9.100000381469727,75.13999938964844,42.189998626708984,33.029998779296875,32.32500076293945,78.5
2013-05-14,96.11000061035156,14.270000457763672,27.06999969482422,22.125,9.140000343322754,75.55999755859375,42.52000045776367,33.529998779296875,32.95500183105469,78.77999877929688
2013-05-15,97.0199966430664,14.670000076293945,26.600000381469727,22.346153259277344,9.15999984741211,75.86000061035156,42.91999816894531,33.849998474121094,32.915000915527344,79.86000061035156
2013-05-16,96.58000183105469,14.640000343322754,26.1299991607666,22.375,9.1899995803833,76.12000274658203,43.09000015258789,34.08000183105469,32.220001220703125,78.5
2013-05-17,98.91999816894531,15.079999923706055,26.25,22.55769157409668,9.229999542236328,77.05999755859375,42.970001220703125,34.869998931884766,32.65999984741211,77.87000274658203
